Id	Description	CharModelID	Width	IsImportantNpc	IsLoadLowNpc
57356	拭剑天下-位置6-名字透明npc	30656	0	1	-1
57357	拭剑天下-反隐npc定时发生器	-1	0	1	-1
57358	拭剑天下-反隐npc	-1	0	1	1
57370	拭剑天下-反隐npc	-1	0	1	1
57371	大辽金帐-重伤平民	31059	1	1	-1
57372	大辽金帐-普通平民1	31060	1	1	-1
57373	大辽金帐-普通平民2	31061	1	1	-1
57374	大辽金帐-普通平民3	31060	1	1	-1
57375	大辽金帐-第一波小怪1	31051	1	1	1
57376	大辽金帐-第一波小怪2	31052	1	1	1
57377	大辽金帐-逃难平民1	31059	1	1	-1
57378	大辽金帐-逃难平民2	31060	1	1	-1
57379	大辽金帐-逃难平民3	31061	1	1	-1
57380	大辽金帐-第二波小怪1	31051	1	1	1
57381	大辽金帐-第二波小怪2	31052	1	1	-1
57382	大辽金帐-第二波小怪3	31053	1	1	-1
57383	大辽金帐-第三波小怪1	31051	1	1	-1
57384	大辽金帐-第三波小怪2	31052	1	1	1
57385	大辽金帐-首领1-契丹勇士	31062	2	1	-1
57386	大辽金帐-首领2-皇帝的谢礼	31079	1	1	1
57387	大辽金帐-首领3-叛军统领	31064	2	1	-1
57388	大辽金帐-首领1召唤怪-套马索	31080	1	1	-1
57389	大辽金帐-首领2-辽国皇帝	31063	1	1	-1
57390	大辽金帐-首领2-友方铁骑队	31054	1	1	-1
57391	大辽金帐-首领2召唤怪-叛军盾卫	31051	1	1	1
57392	大辽金帐-首领2召唤怪-叛军盾卫队长	31056	1	1	1
57393	大辽金帐-首领2召唤怪-叛军弓手	31058	1	1	-1
57394	大辽金帐-首领2召唤怪-叛军弓手队长	31057	1	1	-1
57395	大辽金帐-首领2召唤怪-叛军军医	31075	1	1	-1
57396	大辽金帐-首领2召唤怪-叛军死士	31066	1	1	-1
57397	大辽金帐-首领2召唤怪-叛军铁骑	31055	1	1	-1
57398	大辽金帐-首领2召唤怪-友方杂兵	31067	1	1	-1
57399	大辽金帐-首领2召唤怪-友方箭塔	31068	1	1	-1
57400	大辽金帐-首领2召唤怪-友方火炮	31069	1	1	-1
57401	大辽金帐-首领3召唤怪-守卫弓箭手	31058	1	1	-1
57402	大辽金帐-首领3召唤怪-劫掠骑兵	31053	1	1	-1
57403	大辽金帐-首领3召唤怪-援军1	31051	1	1	-1
57404	大辽金帐-首领3召唤怪-援军2	31052	1	1	-1
57405	大辽金帐-其他-桥头倒计时怪	11061	1	1	-1
57406	大辽金帐-其他-第二首领阶段乔峰	31070	1	1	-1
57407	大辽金帐-其他-第三首领阶段乔峰	31070	1	1	-1
57408	大辽金帐-第三boss前-烧桥点	11061	1	1	-1
57409	大辽金帐-第三boss前-燃烧	11061	1	1	-1
57410	大辽金帐-辽国皇帝-交互点	11061	1	1	-1
57411	大辽金帐-第三boss前-炸桥计数怪	11061	1	1	-1
57412	大辽金帐-首领3-叛军统领-步兵	31065	2	1	-1
57413	大辽金帐-第二boss-小型军事资源	1759	1	1	-1
57414	大辽金帐-第二boss-中型军事资源	1761	1	1	-1
57415	大辽金帐-第二boss-大型军事资源	1762	1	1	-1
57416	大辽金帐-第二boss-卫士军官	31067	1	1	-1
57417	大辽金帐-第二boss-箭塔校尉	31068	1	1	-1
57418	大辽金帐-第二boss-火炮校尉	31069	1	1	-1
57419	大辽金帐-第二boss-死士控制怪	11061	1	1	-1
57420	大辽金帐-骑兵统领-穿云弓-弓箭1	11061	1	1	-1
57421	大辽金帐-骑兵统领-穿云弓-弓箭2	11061	1	1	-1
57422	大辽金帐-骑兵统领-穿云弓-弓箭3	11061	1	1	-1
57423	大辽金帐-首领2-辽国皇帝-战斗用	31063	1	1	-1
57424	大辽金帐-首领2召唤怪-叛军弓手-剧情用	31058	1	1	-1
57425	大辽金帐-炸桥阶段-表现用炸药桶	31081	0	1	1
57426	大辽金帐-第一boss前小怪计数怪	11061	1	1	-1
57427	大辽金帐-首领2-投石机-左侧交互点	11061	1	1	-1
57428	大辽金帐-首领2-投石机-右侧交互点	11061	1	1	-1
57429	大辽金帐-第二boss-火炮校尉2	31069	1	1	-1
57430	大辽金帐-首领3召唤怪-护盾盾卫	31056	1	1	-1
57451	第一关-小猴王	30587	1	1	-1
57452	第二关-柴犬	30588	1	1	-1
57453	第三关-乌龟	30589	1	1	-1
57454	第三关-乌龟2	30590	1	1	-1
57455	第四关-狐小道	30591	1	1	-1
57456	第五关-穷奇	30592	1	1	-1
57457	【五一活动】兔子活动NPC	30598	1	1	-1
57458	第一关-小猴王入口NPC	30593	1	1	-1
57459	第二关-柴犬入口NPC	30594	1	1	-1
57460	第三关-乌龟入口NPC	30595	1	1	-1
57461	第四关-狐小道入口NPC	30596	1	1	-1
57462	第五关-穷奇入口NPC	30597	1	1	-1
57463	第一关-小猴王-小怪	30664	1	1	-1
57464	第二关-柴犬-小怪	30599	1	1	-1
57465	第二关-小猴王-可交互香蕉	-1	1	1	-1
57466	第三关-蓝乌龟-冲锋-鱼	30660	1	1	-1
57467	五一活动-第四关-狐小道-故障陷阱	30665	1	1	-1
57468	五一活动-第五关-风墙生成器	-1	1	1	-1
57469	第三关-乌龟击杀后宝箱（挂掉落用）	13126	0	1	-1
57470	五一活动-第四关-狐小道-酒火陷阱-子物体	30600	1	1	-1
57471	端午活动-甜粽寻回-入口NPC	30676	1	1	-1
57472	端午活动-咸粽寻回-入口NPC	30677	1	1	-1
57473	端午活动-刷新点空物体	-1	1	1	-1
57474	端午活动-甜粽寻回-小貂5	30668	1	1	-1
57475	端午活动-甜粽寻回-小貂10	30669	1	1	-1
57476	端午活动-甜粽寻回-小貂15	30670	1	1	-1
57477	端午活动-甜粽寻回-呜呜虎20	30671	1	1	-1
57478	端午活动-咸粽寻回-小喵5	30672	1	1	-1
57479	端午活动-咸粽寻回-小喵10	30673	1	1	-1
57480	端午活动-咸粽寻回-小喵15	30674	1	1	-1
57481	端午活动-咸粽寻回-嘟嘟兔20	30675	1	1	-1
57482	端午活动-甜粽寻回-小粽子	30678	1	1	-1
57483	端午活动-甜粽寻回-中粽子	30681	1	1	-1
57484	端午活动-甜粽寻回-大粽子	30679	1	1	-1
57485	端午活动-咸粽寻回-小粽子	30682	1	1	-1
57486	端午活动-咸粽寻回-中粽子	30683	1	1	-1
57487	端午活动-咸粽寻回-大粽子	30684	1	1	-1
57488	端午活动-演出效果-小粽子甜	30678	1	1	-1
57489	端午活动-演出效果-大粽子甜	30679	1	1	-1
57490	端午活动-甜粽寻回-场景装饰-粽子	30678	1	1	-1
57491	端午活动-场景装饰-镖车	30666	1	1	-1
57492	端午活动-场景装饰-桌子	30667	1	1	1
57493	端午活动-甜粽寻回-触发NPC	-1	1	1	-1
57494	端午活动-咸粽寻回-触发NPC	-1	1	1	-1
57495	端午活动-计数器空物体	-1	1	1	-1
57496	端午活动-甜粽寻回-触发NPC-水坛	30680	1	1	-1
57497	端午活动-咸粽寻回-触发NPC-水坛	30680	1	1	-1
57498	端午活动-咸粽寻回-场景装饰-粽子	30682	1	1	-1
57499	端午活动-演出效果-小粽子咸	30682	1	1	-1
57500	端午活动-演出效果-大粽子咸	30684	1	1	-1
57501	端午活动-甜粽寻回-普通小貂5	30685	1	1	-1
57502	端午活动-咸粽寻回-普通小喵5	30686	1	1	-1
57503	端午活动-甜粽寻回-普通小貂10	30685	1	1	-1
57504	端午活动-甜粽寻回-普通小貂15	30685	1	1	-1
57505	端午活动-咸粽寻回-普通小喵10	30686	1	1	-1
57506	端午活动-咸粽寻回-普通小喵15	30686	1	1	-1
57507	端午活动-甜粽寻回-普通小貂20-1	30687	1	1	-1
57508	端午活动-甜粽寻回-普通小貂20-2	30688	1	1	-1
57509	端午活动-咸粽寻回-普通小喵20-1	30689	1	1	-1
57510	端午活动-咸粽寻回-普通小喵20-2	30690	1	1	-1
57511	中秋活动-烟花场景入口NPC	249	1	1	-1
57512	中秋活动-月饼副本-接取NPC0	284	1	1	-1
57513	中秋活动-BOSS-普洱菊花月饼	31204	1	1	-1
57514	中秋活动-BOSS-韭菜鸡蛋月饼	31205	1	1	-1
57515	中秋活动-BOSS-黑巧辣牛肉月饼	31203	1	1	-1
57516	中秋活动-BOSS-普洱菊花月饼	31201	1	1	-1
57517	中秋活动-BOSS-韭菜鸡蛋月饼	31202	1	1	-1
57518	中秋活动-BOSS-黑巧辣牛肉月饼	31200	1	1	-1
57519	中秋活动-黑巧辣牛肉月饼-表现子物体	31200	1	1	-1
57520	中秋活动-普洱菊花月饼-子物体-菊花	-1	1	1	-1
57521	中秋活动-韭菜鸡蛋月饼-子物体-韭菜	-1	1	1	-1
57522	中秋活动-普洱菊花月饼-子物体-箭头	159	1	1	-1
57523	空NPC-放烟花	161	1	1	-1
57550	大辽金帐-第一波小怪1	31051	1	1	-1
57551	大辽金帐-第一波小怪2	31052	1	1	1
57552	大辽金帐-第二波小怪1	31051	1	1	-1
57553	大辽金帐-第二波小怪2	31052	1	1	-1
57554	大辽金帐-第二波小怪3	31053	1	1	-1
57555	大辽金帐-第三波小怪1	31051	1	1	-1
57556	大辽金帐-第三波小怪2	31052	1	1	1
57557	大辽金帐-首领1-契丹勇士	31062	2	1	-1
57558	大辽金帐-首领2-皇帝的谢礼	31079	1	1	-1
57559	大辽金帐-首领3-叛军统领	31064	2	1	-1
57560	大辽金帐-首领2-友方铁骑队	31054	1	1	-1
57561	大辽金帐-首领2召唤怪-叛军盾卫	31051	1	1	-1
57562	大辽金帐-首领2召唤怪-叛军盾卫队长	31056	1	1	-1
57563	大辽金帐-首领2召唤怪-叛军弓手	31058	1	1	-1
57564	大辽金帐-首领2召唤怪-叛军弓手队长	31057	1	1	-1
57565	大辽金帐-首领2召唤怪-叛军军医	31075	1	1	-1
57566	大辽金帐-首领2召唤怪-叛军死士	31066	1	1	-1
57567	大辽金帐-首领2召唤怪-叛军铁骑	31055	1	1	-1
57568	大辽金帐-首领2召唤怪-友方火炮	31069	1	1	-1
57569	大辽金帐-首领3召唤怪-劫掠骑兵	31053	1	1	-1
57570	大辽金帐-首领3-叛军统领-步兵	31065	2	1	-1
57571	大辽金帐-第二boss-死士控制怪	11061	1	1	-1
57572	大辽金帐-骑兵统领-穿云弓-弓箭1	11061	1	1	-1
57573	大辽金帐-骑兵统领-穿云弓-弓箭2	11061	1	1	-1
57574	大辽金帐-骑兵统领-穿云弓-弓箭3	11061	1	1	-1
57575	大辽金帐-首领2-辽国皇帝-战斗用	31063	1	1	-1
57576	大辽金帐-首领2召唤怪-叛军弓手-剧情用	31058	1	1	-1
57577	大辽金帐-首领3召唤怪-护盾盾卫	31056	1	1	-1
57600	天龙试炼-单人副本-引导者1	31150	1	1	-1
57601	天龙试炼-单人副本-冰霜区域	31080	1	1	-1
57602	天龙试炼-单人副本-初始火盆	31154	1	1	-1
57603	天龙试炼-单人副本-点燃火盆	31154	1	1	-1
57604	天龙试炼-单人副本-已点燃火盆交互点	31080	1	1	-1
57605	天龙试炼-单人副本-引导者2	31151	1	1	-1
57606	天龙试炼-单人副本-被困的兔子	31155	1	1	-1
57607	天龙试炼-单人副本-火焰区域	31080	1	1	-1
57608	天龙试炼-单人副本-引导者3	31152	1	1	-1
57609	天龙试炼-单人副本-毒池	31080	1	1	-1
57610	天龙试炼-单人副本-毒池潜伏蛊虫	31156	1	1	-1
57611	天龙试炼-单人副本-引导者4	31153	1	1	-1
57612	天龙试炼-单人副本-阴煞毒尸	31157	1	1	-1
57613	天龙试炼-单人副本-友方npc1	31157	1	1	-1
57614	天龙试炼-单人副本-友方npc2	31157	1	1	-1
57615	天龙试炼-单人副本-心魔1	31158	1	1	-1
57616	天龙试炼-单人副本-心魔2	31158	1	1	-1
57617	天龙试炼-单人副本-心魔3	31158	1	1	-1
57618	天龙试炼-单人副本-潜伏星宿弟子	31159	1	1	-1
57619	天龙试炼-大世界小怪1	31160	1	1	-1
57620	天龙试炼-大世界小怪2	31161	1	1	-1
57621	天龙试炼-大世界小怪3	31162	1	1	-1
57622	天龙试炼-大世界小怪4	31163	1	1	-1
57623	天龙试炼-大世界精英1	31165	1	1	-1
57624	天龙试炼-大世界精英2	31164	1	1	-1
57625	天龙试炼-大世界最终首领-段正淳	31166	1	1	-1
57626	天龙试炼-大世界-段正淳召唤小怪	31167	1	1	-1
57651	天龙预热单人试炼-第一轮-天元大师	30691	1	1	-1
57652	天龙预热单人试炼-第二轮-均衡派执事	30692	1	1	-1
57653	天龙预热单人试炼-第三轮-玄衣客	30693	1	1	-1
57654	天龙预热单人试炼-第二轮-均衡剑-大	-1	1	1	-1
57655	天龙预热单人试炼-第二轮-均衡剑-小	-1	1	1	-1
57656	天龙预热单人试炼-第一轮-禅修塔	30696	1	1	1
57657	天龙预热单人试炼-第二轮-均衡罡气-冰	30697	1	1	1
57658	天龙预热单人试炼-第二轮-均衡罡气-火	30698	1	1	1
57659	天龙预热单人试炼-第二轮-均衡罡气-毒	30699	1	1	1
57660	天龙预热单人试炼-第二轮-均衡罡气-阴	30700	1	1	1
57661	天龙预热单人试炼-第二轮-均衡罡气-阳	31116	1	1	1
57662	天龙预热单人试炼-第三轮-技能空物体	-1	1	1	-1
57663	天龙预热单人试炼-第三轮-点位空物体	-1	1	1	-1
57664	天龙预热单人试炼-第一轮-掉落包	-1	1	1	-1
57665	天龙预热单人试炼-第二轮-掉落包	-1	1	1	-1
57666	天龙预热单人试炼-第三轮-掉落包	-1	1	1	-1
61000	测试-100级逍遥	10115	0	1	-1
61001	10级测试木桩	7000	0	1	-1
61002	20级测试木桩	7000	0	1	-1
61003	30级测试木桩	7000	0	1	-1
61004	40级测试木桩	7000	0	1	-1
61005	50级测试木桩	7000	0	1	-1
61006	60级测试木桩	7000	0	1	-1
61007	70级测试木桩	7000	0	1	-1
61008	80级测试木桩	7000	0	1	-1
61010	副本小怪1-弱火弱阴怪	31250	1	1	-1
61011	副本小怪2-弱阴弱阳怪	31251	1	1	-1
61012	副本小怪3-弱阳弱毒怪	31252	1	1	-1
61013	副本小怪4-弱毒弱冰怪	31253	1	1	-1
61014	副本小怪5-弱冰弱火怪	31254	1	1	-1
61020	光明右使	14945	0	1	-1
61021	光明左使	14944	0	1	-1
61022	明教教主	14947	0	1	-1
61023	沙海蜃楼-流沙	-1	0	1	-1
61024	沙海蜃楼-空物体	-1	0	1	-1
61025	明教男弟子-金色1	31104	0	1	-1
61026	明教男弟子-红色1	31104	0	1	-1
61027	明教女弟子-近战绿色3	31105	0	1	-1
61028	明教女弟子-远程金色1	31106	0	1	-1
61029	明教女弟子-远程蓝色1	31106	0	1	-1
61030	明教男弟子-红色-BOSS1召唤-冰盾	31112	0	1	-1
61031	明教男弟子-红色2	31104	0	1	-1
61032	明教女弟子-远程金色2	31106	0	1	-1
61033	明教女弟子-远程蓝色2	31106	0	1	-1
61034	明教男弟子-金色3	31104	0	1	-1
61035	沙海蜃楼-触发NPC-寒冰弩炮-墙头	31110	0	1	1
61036	沙海蜃楼-触发NPC-烈火弩炮-墙头	31110	0	1	1
61037	沙海蜃楼-触发NPC-大门机关左1	-1	0	1	-1
61038	沙海蜃楼-触发NPC-大门机关右1	-1	0	1	-1
61039	沙海蜃楼-触发NPC-寒冰弩炮-BOSS2	31110	0	1	1
61040	沙海蜃楼-触发NPC-烈火弩炮-BOSS2	31110	0	1	1
61041	沙海蜃楼-触发NPC-大门机关左2	-1	0	1	-1
61042	沙海蜃楼-触发NPC-大门机关右2	-1	0	1	-1
61043	沙海蜃楼-触发NPC-入口对话NPC	-1	0	1	-1
61044	沙海蜃楼-右使者石像	31101	0	1	1
61045	沙海蜃楼-左使者石像	31102	0	1	1
61046	沙海蜃楼-教主石像	31103	0	1	1
61047	沙海蜃楼-内城大门封印	-1	0	1	-1
61048	沙海蜃楼-正殿大门封印	-1	0	1	-1
61049	光明左使-剑灵-冰盾	14944	0	1	-1
61050	明教男弟子-金色-BOSS3召唤	31107	0	1	-1
61051	沙海蜃楼-触发NPC-圣火台	8603	0	1	1
61052	沙海蜃楼-特效NPC-大门机关左1	-1	0	1	-1
61053	沙海蜃楼-特效NPC-大门机关右1	-1	0	1	-1
61054	沙海蜃楼-特效NPC-大门机关左2	-1	0	1	-1
61055	沙海蜃楼-特效NPC-大门机关右2	-1	0	1	-1
61056	沙海蜃楼-寒冰弩炮手	31111	0	1	1
61057	沙海蜃楼-烈火弩炮手	31111	0	1	1
61058	沙海蜃楼-地面指示箭头	159	0	1	-1
61059	沙海蜃楼-入口对话NPC	14913	0	1	-1
61060	沙海蜃楼-触发NPC-寒冰弩炮-BOSS1	31110	0	1	1
61061	沙海蜃楼-触发NPC-烈火弩炮-BOSS1	31110	0	1	1
61062	明教教主-分身	31109	0	1	-1
61063	光明左使-剑灵-火盾	14944	0	1	-1
61064	明教男弟子-红色-BOSS1召唤-火盾	31112	0	1	-1
61065	沙海蜃楼-展示NPC-寒冰弩炮	31110	0	1	1
61066	沙海蜃楼-展示NPC-烈火弩炮	31111	0	1	1
61067	沙海蜃楼-弩炮再刷新控制器	-1	0	1	-1
61068	沙海蜃楼-光明左使-黑色剑灵	31108	0	1	-1
61070	沙海蜃楼-BOSS1-光明右使	14945	0	1	-1
61071	沙海蜃楼-BOSS2-光明左使	14944	0	1	-1
61072	沙海蜃楼-BOSS3-明教教主	14947	0	1	-1
61073	明教男弟子-金色1	31104	0	1	-1
61074	明教男弟子-红色1	31104	0	1	-1
61075	明教女弟子-近战绿色3	31105	0	1	-1
61076	明教女弟子-远程金色1	31106	0	1	-1
61077	明教女弟子-远程蓝色1	31106	0	1	-1
61078	明教男弟子-红色-BOSS1召唤-冰盾	31112	0	1	-1
61079	明教男弟子-红色2	31104	0	1	-1
61080	明教女弟子-远程金色2	31106	0	1	-1
61081	明教女弟子-远程蓝色2	31106	0	1	-1
61082	明教男弟子-金色3	31104	0	1	-1
61083	沙海蜃楼-右使者石像	31101	0	1	-1
61084	沙海蜃楼-左使者石像	31102	0	1	-1
61085	沙海蜃楼-光明左使-剑灵-冰盾	14944	0	1	-1
61086	明教男弟子-金色-BOSS3召唤	31107	0	1	-1
61087	沙海蜃楼-寒冰弩炮手	31111	0	1	-1
61088	沙海蜃楼-烈火弩炮手	31111	0	1	-1
61089	沙海蜃楼-光明左使-剑灵-火盾	14944	0	1	-1
61090	明教男弟子-红色-BOSS1召唤-火盾	31112	0	1	-1
61091	灭阵-空物体	-1	0	1	-1
61100	神器功能铸造NPC	30000	0	1	-1
61101	鉴影镜	30001	0	1	-1
61102	邸报	30002	0	1	-1
61103	公孙璃	30003	0	1	-1
61106	轩辕台一层杀人掉出的宝箱	30014	0	1	1
61107	轩辕台二层（金）杀人掉出的宝箱	30014	0	1	1
61108	轩辕台二层（银）杀人掉出的宝箱	30015	0	1	1
61109	轩辕台三层（金）杀人掉出的宝箱	30014	0	1	1
61110	轩辕台三层（银）杀人掉出的宝箱	30015	0	1	1
61111	轩辕符（物品NPC）	30004	0	1	-1
61112	轩辕令（物品NPC）	30005	0	1	-1
61113	盗宝贼（掉轩辕符）一层怪	30006	0	1	-1
61114	黑袍客（掉轩辕令）二层怪	30007	0	1	-1
61115	盗宝贼（不掉轩辕符）一层怪	30006	0	1	-1
61116	黑袍客（不掉轩辕令）二层怪	30007	0	1	-1
61117	轩辕台一层宝箱	30008	0	1	1
61118	轩辕台二层宝箱（金）	30008	0	1	1
61119	轩辕台二层宝箱（银）	30009	0	1	1
61120	轩辕台三层宝箱（金）	30008	0	1	1
61121	轩辕台三层宝箱（银）	30009	0	1	1
61122	轩辕台buff生命上限+15%	30010	0	1	-1
61123	轩辕台buff移动速度+15%	30011	0	1	-1
61124	轩辕台buff外功防御+15%	30012	0	1	-1
61125	轩辕台buff内功防御+15%	30013	0	1	-1
61127	宋辽战场-占点-透明怪	161	0	1	-1
61128	战场-战旗NPC	161	0	1	-1
61129	宋辽战场-指引-透明怪	161	0	1	-1
61130	帮会战营地守卫	30036	0	1	-1
61131	帮会战旗帜-中立	161	0	1	-1
61132	帮会战旗帜-我方	161	0	1	-1
61133	帮会战旗帜-对方	161	0	1	-1
61134	帮会战镖车-中立	30026	0	1	-1
61135	帮会战镖车-我方	30027	0	1	-1
61136	帮会战镖车-对方	30028	0	1	-1
61137	帮会战buff-全员伤害+10%	30030	0	1	-1
61138	帮会战buff-全员回复10%	30031	0	1	-1
61139	帮会战buff-全员移速20%	30032	0	1	-1
61140	帮会战buff-全员减伤5%	30033	0	1	-1
61141	帮会战-地图显示空NPC	161	0	1	-1
61142	城战-攻城槌	30034	0	1	-1
61143	城战-投石车	30035	0	1	-1
61144	城战-弓箭手	30036	0	1	-1
61145	城战-城门	30037	0	1	1
61146	城战-0级城池核心	30038	500	1	1
61147	城战-1级城池核心	30039	500	1	1
61148	城战-2级城池核心	30040	500	1	1
61149	城战-3级城池核心	30041	500	1	1
61150	城战-城门机关	30042	0	1	1
61151	城战-1级占领营地	30043	500	1	1
61152	城战-2级占领营地	30044	500	1	1
61153	城战-3级占领营地	30045	500	1	1
61154	城战-守卫弓箭手	30046	0	1	-1
61155	城战-神兽英招	30047	3	1	1
61156	城战-城门将领	30048	0	1	1
61157	城战-1级城城门	30049	0	1	1
61158	城战-1级城城门	30049	0	1	1
61159	城战-1级城城门	30049	0	1	1
61160	城战-2级城城门	30050	0	1	1
61161	城战-2级城城门	30050	0	1	1
61162	城战-2级城城门	30050	0	1	1
61163	城战-3级城城门	30051	0	1	1
61164	城战-3级城城门	30051	0	1	1
61165	城战-3级城城门	30051	0	1	1
61166	城战-1级城城门机关	30052	0	1	1
61167	城战-1级城城门机关	30052	0	1	1
61168	城战-1级城城门机关	30052	0	1	1
61169	城战-2级城城门机关	30053	0	1	1
61170	城战-2级城城门机关	30053	0	1	1
61171	城战-2级城城门机关	30053	0	1	1
61172	城战-3级城城门机关	30054	0	1	1
61173	城战-3级城城门机关	30054	0	1	1
61174	城战-3级城城门机关	30054	0	1	1
61175	城战-西门传送-宋兵	30056	0	1	-1
61176	城战-北门传送-宋兵	30056	0	1	-1
61177	城战-东门传送-宋兵	30056	0	1	-1
61178	城战-攻城器械激活-宋朝将领	30055	0	1	-1
61179	城战-攻城槌	30034	0	1	-1
61180	城战-攻城槌	30034	0	1	-1
61181	城战-攻城槌	30034	0	1	-1
61182	城战-攻城槌	30034	0	1	-1
61183	城战-守城弓箭手	30036	0	1	-1
61184	城战-守城卫兵	255	0	1	-1
61185	城战-守城将领	253	0	1	-1
61186	城战-守城主将	10081	0	1	1
61187	城战-西夏步战武士	10085	0	1	-1
61188	城战-西夏骑兵	28011	0	1	-1
61189	城战-一品堂高手	28024	0	1	-1
61190	城战-一品堂精锐	28035	0	1	-1
61191	城战-地宫石像将军	185	0	1	1
61192	城战-守城弓箭手	30036	0	1	-1
24000	珍兽老虎	7000	0	1	-1
24001	珍兽白猿	7008	0	1	-1
24002	珍兽鳄鱼	7016	0	1	-1
24003	珍兽秋田犬	7024	0	1	-1
24004	珍兽狐仙	7032	0	1	-1
24005	珍兽闪电貂	7040	0	1	-1
24006	珍兽毕方	7122	0	1	-1
24007	珍兽鸾鸟	7138	0	1	-1
24008	珍兽九尾狐	7146	0	1	-1
61201	曹三-曹氏后人	13092	0	1	-1
61202	江湖使鞭人-朝廷鹰犬	124	0	1	-1
61203	霍寨主-神秘人	235	0	1	-1
61204	丐帮弟子	177	0	1	-1
61205	被掳走的吕正臣	30000	0	1	-1
61206	围聚的江湖人	255	0	1	-1
61207	神秘人	15200	0	1	-1
61208	豹王	11128	0	1	-1
61209	神秘人帮手	107	0	1	-1
61210	江湖使鞭人-朝廷鹰犬	124	0	1	-1
61300	江湖饭馆-椅子	30126	0	1	-1
61301	江湖饭馆-桌子	30127	0	1	-1
61302	江湖饭馆-店小二	30146	0	1	-1
61303	江湖饭馆_小摊_长凳	30110	0	1	1
61304	江湖饭馆_小摊_方桌	30111	0	1	1
61305	江湖饭馆-小摊空桌	30112	0	1	-1
61306	江湖饭馆-洛阳摊主	30113	0	1	-1
61307	江湖饭馆-大理摊主	30114	0	1	-1
61308	江湖饭馆-二楼传送店小二	30146	0	1	-1
61309	江湖饭馆-二楼传送店小二	30146	0	1	-1
61310	江湖饭馆-氛围_江湖人	30118	0	1	-1
61311	江湖饭馆-小摊筷子筒	30125	0	1	-1
61312	江湖饭馆单人镜像-少林弟子	30128	0	1	-1
61313	江湖饭馆单人镜像-峨眉弟子	30129	0	1	-1
61314	江湖饭馆单人镜像-逍遥弟子	30130	0	1	-1
61315	江湖饭馆单人镜像-武当弟子	30131	0	1	-1
61316	江湖饭馆单人镜像-丐帮弟子	30132	0	1	-1
61317	江湖饭馆单人镜像-天山弟子	30133	0	1	-1
61318	江湖饭馆-NPC	30115	0	1	-1
61319	江湖饭馆-NPC	30101	0	1	-1
61320	江湖饭馆-NPC乔峰	30134	0	1	1
61321	龙井茶叶鸡丁	30135	0	1	-1
61322	叫花鸡	30136	0	1	-1
61323	香菇油菜	30137	0	1	-1
61324	干煸藕丝	30138	0	1	-1
61325	素炒青菜	30139	0	1	-1
61326	木须肉	30140	0	1	-1
61327	青菜炒河虾	30141	0	1	-1
61328	江湖饭馆单人镜像_碗	30142	0	1	-1
61329	江湖饭馆单人镜像_筷子	30143	0	1	-1
61330	江湖饭馆单人镜像-峨眉弟子	30145	0	1	-1
61331	江湖饭馆-酒坛	30147	0	1	1
61401	天师	326	0	1	-1
61402	雪	116	0	1	-1
61403	猴王	30586	0	1	-1
61404	猴王	8408	0	1	-1
61405	霍洞主	30638	0	1	-1
61406	乔峰【段府】	14700	0	1	1
61407	雪【召唤雕】	116	0	1	-1
61408	霍洞主【受伤】	30639	0	1	-1
61409	乔峰【段府】	14700	0	1	1
61410	雪	116	0	1	-1
61411	干光豪葛光佩合体技子物体	-1	0	1	-1
61412	猴王-召唤物	30585	0	1	-1
61413	中原侠士（西洲）	11098	0	1	-1
61414	雪【召唤雕】	116	0	1	-1
61415	阿溪	240	0	1	-1
61416	船夫	11168	0	1	-1
61417	雪【召唤雕】	116	0	1	-1
61418	缪家女	136	0	1	-1
61419	狸奴9	7050	0	1	-1
61420	蒙面人	30510	0	1	-1
61421	王语嫣	138	0	1	-1
61422	黄老毒	30646	0	1	-1
61423	胖胡子	30647	0	1	-1
61424	草帽锤	30648	0	1	-1
61425	刀力士	30649	0	1	-1
61426	黄老毒	30650	0	1	-1
61427	胖胡子	30651	0	1	-1
61428	草帽锤	30652	0	1	-1
61429	刀力士	30653	0	1	-1
61430	回血NPC	130	0	1	-1
61431	薛神医	130	0	1	-1
61432	李秋水	28067	0	1	1
61433	包不同	10086	0	1	-1
61434	刀白凤	209	0	1	-1
61435	朱丹臣	208	0	1	-1
61436	钟灵	132	0	1	-1
61437	雪	116	0	1	-1
61440	雪	116	0	1	-1
32673	小二	222	0	1	-1
32674	陈泽	115	0	1	-1
32675	店主	8500	0	1	-1
32676	云夫人	30003	0	1	-1
32677	孩童	134	0	1	-1
32678	宋兵	255	0	1	-1
32679	妇人	4909	0	1	1
32680	夫人	226	0	1	-1
32681	宋宁	198	0	1	-1
32682	姑娘	10188	0	1	-1
32683	侍卫	255	0	1	-1
32684	程雪渐	15030	0	1	1
32685	摊贩	4908	0	1	-1
32686	书生	115	0	1	-1
32687	耶律宏	237	0	1	-1
32688	鹦鹉9	7066	0	1	-1
32689	辽军将领	237	0	1	-1
32690	店主	8500	0	1	-1
32691	秦家寨弟子	28078	0	1	-1
32692	秦家寨弟子	28078	0	1	-1
32693	程雪渐	15030	0	1	1
32694	摊贩	4908	0	1	-1
32695	耶律宏	237	0	1	-1
32696	陈泽	115	0	1	-1
32697	卖鱼人	125	0	1	-1
32698	洛阳气氛NPC中原老人1	207	0	1	-1
32699	场景交互物-中原老妇人	4909	0	1	1
11521	辽军将领	237	0	1	-1
